humanGene	macaqueGene	marmosetGene	mouseGene	humanOrthNum	macaqueOrthNum	marmosetOrthNum	 mouseOrthNum
MXD1	MXD1	MXD1	Mxd1	1	1	1	1
MXD3	MXD3	MXD3	Mxd3	1	1	1	1
MXD4	MXD4	MXD4	Mxd4	1	1	1	1
MXI1	MXI1	MXI1	Mxi1	1	1	1	1
MXRA7	MXRA7	ENSCJAG00000013485	Mxra7	1	1	1	1
MYADM	MYADM	MYADM	Myadm	1	1	1	1
MYADML2	MYADML2	MYADML2	Myadml2	1	1	1	1
MYB	MYB	MYB	Myb	1	1	1	1
MYBL1	MYBL1	MYBL1	Mybl1	1	1	1	1
MYBPC1	MYBPC1	MYBPC1	Mybpc1	1	1	1	1
MYBPC2	MYBPC2	MYBPC2	Mybpc2	1	1	1	1
MYBPC3	MYBPC3	MYBPC3	Mybpc3	1	1	1	1
MYBPH	MYBPH	MYBPH	Mybph	1	1	1	1
MYBPHL	MYBPHL	MYBPHL	Mybphl	1	1	1	1
MYC	MYC	MYC	Myc	1	1	1	1
MYCBP2	MYCBP2	MYCBP2	Mycbp2	1	1	1	1
MYCBPAP	MYCBPAP	MYCBPAP	Mycbpap	1	1	1	1
MYCN	MYCN	MYCN	Mycn	1	1	1	1
MYCT1	MYCT1	MYCT1	Myct1	1	1	1	1
MYD88	MYD88	MYD88	Myd88	1	1	1	1
MYDGF	MYDGF	MYDGF	Mydgf	1	1	1	1
MYF5	MYF5	MYF5	Myf5	1	1	1	1
MYF6	MYF6	MYF6	Myf6	1	1	1	1
MYH11	MYH11	MYH11	Myh11	1	1	1	1
MYH14	MYH14	MYH14	Myh14	1	1	1	1
MYH15	MYH15	MYH15	Myh15	1	1	1	1
MYH3	MYH3	MYH3	Myh3	1	1	1	1
MYH6	MYH6	MYH6	Myh6	1	1	1	1
MYH7	MYH7	MYH7	Myh7	1	1	1	1
MYH7B	MYH7B	MYH7B	Myh7b	1	1	1	1
MYH8	MYH8	MYH4	Myh8	1	1	1	1
MYH9	MYH9	MYH9	Myh9	1	1	1	1
MYL1	MYL1	MYL1	Myl1	1	1	1	1
MYL10	MYL10	MYL10	Myl10	1	1	1	1
MYL12A	MYL12A	MYL12A	Myl12a	1	1	1	1
MYL12B	ENSMFAG00000000694	MYL12B	Myl12b	1	1	1	1
MYL2	MYL2	MYL2	Myl2	1	1	1	1
MYL3	MYL3	MYL3	Myl3	1	1	1	1
MYL4	MYL4	MYL4	Myl4	1	1	1	1
MYL6B	MYL6B	MYL6B	Myl6b	1	1	1	1
MYL7	MYL7	MYL7	Myl7	1	1	1	1
MYLK	MYLK	MYLK	Mylk	1	1	1	1
MYLK2	MYLK2	MYLK2	Mylk2	1	1	1	1
MYLK3	MYLK3	MYLK3	Mylk3	1	1	1	1
MYLK4	MYLK4	MYLK4	Mylk4	1	1	1	1
MYLPF	MYLPF	MYLPF	Mylpf	1	1	1	1
MYMK	MYMK	MYMK	Mymk	1	1	1	1
MYMX	MYMX	MYMX	Mymx	1	1	1	1
MYNN	MYNN	MYNN	Mynn	1	1	1	1
MYO10	MYO10	MYO10	Myo10	1	1	1	1
MYO15A	MYO15A	MYO15A	Myo15	1	1	1	1
MYO15B	MYO15B	ENSCJAG00000014244	Myo15b	1	1	1	1
MYO16	MYO16	MYO16	Myo16	1	1	1	1
MYO18A	MYO18A	MYO18A	Myo18a	1	1	1	1
MYO18B	MYO18B	MYO18B	Myo18b	1	1	1	1
MYO19	MYO19	MYO19	Myo19	1	1	1	1
MYO1A	MYO1A	MYO1A	Myo1a	1	1	1	1
MYO1B	MYO1B	MYO1B	Myo1b	1	1	1	1
MYO1C	MYO1C	MYO1C	Myo1c	1	1	1	1
MYO1D	MYO1D	MYO1D	Myo1d	1	1	1	1
MYO1E	MYO1E	MYO1E	Myo1e	1	1	1	1
MYO1G	MYO1G	MYO1G	Myo1g	1	1	1	1
MYO3A	MYO3A	MYO3A	Myo3a	1	1	1	1
MYO3B	MYO3B	MYO3B	Myo3b	1	1	1	1
MYO5A	MYO5A	MYO5A	Myo5a	1	1	1	1
MYO5B	MYO5B	ENSCJAG00000004857	Myo5b	1	1	1	1
MYO5C	MYO5C	MYO5C	Myo5c	1	1	1	1
MYO6	MYO6	MYO6	Myo6	1	1	1	1
MYO7A	MYO7A	MYO7A	Myo7a	1	1	1	1
MYO7B	MYO7B	MYO7B	Myo7b	1	1	1	1
MYO9A	MYO9A	MYO9A	Myo9a	1	1	1	1
MYO9B	MYO9B	MYO9B	Myo9b	1	1	1	1
MYOC	MYOC	MYOC	Myoc	1	1	1	1
MYOCD	MYOCD	MYOCD	Myocd	1	1	1	1
MYOD1	MYOD1	MYOD1	Myod1	1	1	1	1
MYOF	MYOF	MYOF	Myof	1	1	1	1
MYOG	MYOG	MYOG	Myog	1	1	1	1
MYOM1	MYOM1	MYOM1	Myom1	1	1	1	1
MYOM2	MYOM2	MYOM2	Myom2	1	1	1	1
MYOM3	MYOM3	MYOM3	Myom3	1	1	1	1
MYOT	MYOT	MYOT	Myot	1	1	1	1
MYOZ1	MYOZ1	MYOZ1	Myoz1	1	1	1	1
MYOZ2	MYOZ2	MYOZ2	Myoz2	1	1	1	1
MYOZ3	MYOZ3	MYOZ3	Myoz3	1	1	1	1
MYPN	MYPN	MYPN	Mypn	1	1	1	1
MYPOP	MYPOP	MYPOP	Mypop	1	1	1	1
MYRF	MYRF	MYRF	Myrf	1	1	1	1
MYRIP	MYRIP	MYRIP	Myrip	1	1	1	1
MYSM1	MYSM1	MYSM1	Mysm1	1	1	1	1
MYT1L	ENSMFAG00000008018	MYT1L	Myt1l	1	1	1	1
MZF1	ENSMFAG00000044591	MZF1	Mzf1	1	1	1	1
MZT1	MZT1	MZT1	Mzt1	1	1	1	1
N4BP1	N4BP1	N4BP1	N4bp1	1	1	1	1
N4BP2	N4BP2	N4BP2	N4bp2	1	1	1	1
N4BP2L1	N4BP2L1	N4BP2L1	N4bp2l1	1	1	1	1
N4BP2L2	N4BP2L2	N4BP2L2	N4bp2l2	1	1	1	1
N4BP3	N4BP3	N4BP3	N4bp3	1	1	1	1
N6AMT1	N6AMT1	N6AMT1	N6amt1	1	1	1	1
NAA10	NAA10	ENSCJAG00000006975	Naa10	1	1	1	1
NAA15	NAA15	NAA15	Naa15	1	1	1	1
NAA16	NAA16	NAA16	Naa16	1	1	1	1
NAA20	NAA20	NAA20	Naa20	1	1	1	1
NAA25	NAA25	NAA25	Naa25	1	1	1	1
NAA30	NAA30	NAA30	Naa30	1	1	1	1
NAA35	NAA35	NAA35	Naa35	1	1	1	1
NAA38	NAA38	NAA38	Naa38	1	1	1	1
NAA40	NAA40	NAA40	Naa40	1	1	1	1
NAA60	NAA60	NAA60	Naa60	1	1	1	1
NAAA	NAAA	NAAA	Naaa	1	1	1	1
NAALAD2	NAALAD2	NAALAD2	Naalad2	1	1	1	1
NAALADL1	NAALADL1	NAALADL1	Naaladl1	1	1	1	1
NAALADL2	NAALADL2	NAALADL2	Naaladl2	1	1	1	1
NAB1	NAB1	NAB1	Nab1	1	1	1	1
NAB2	NAB2	NAB2	Nab2	1	1	1	1
NABP1	NABP1	NABP1	Nabp1	1	1	1	1
NABP2	NABP2	NABP2	Nabp2	1	1	1	1
NACAD	NACAD	NACAD	Nacad	1	1	1	1
NACC1	ENSMFAG00000036952	NACC1	Nacc1	1	1	1	1
NACC2	NACC2	NACC2	Nacc2	1	1	1	1
NADK	NADK	NADK	Nadk	1	1	1	1
NADK2	NADK2	NADK2	Nadk2	1	1	1	1
NADSYN1	NADSYN1	NADSYN1	Nadsyn1	1	1	1	1
NAE1	NAE1	NAE1	Nae1	1	1	1	1
NAF1	NAF1	NAF1	Naf1	1	1	1	1
NAGA	NAGA	ENSCJAG00000002338	Naga	1	1	1	1
NAGK	NAGK	NAGK	Nagk	1	1	1	1
NAGPA	NAGPA	NAGPA	Nagpa	1	1	1	1
NAGS	NAGS	NAGS	Nags	1	1	1	1
NAIF1	NAIF1	NAIF1	Naif1	1	1	1	1
NALCN	NALCN	NALCN	Nalcn	1	1	1	1
NAMPT	NAMPT	NAMPT	Nampt	1	1	1	1
NANOS3	NANOS3	NANOS3	Nanos3	1	1	1	1
NANS	NANS	NANS	Nans	1	1	1	1
NAP1L1	NAP1L1	ENSCJAG00000000808	Nap1l1	1	1	1	1
NAP1L3	ENSMFAG00000030124	NAP1L3	Nap1l3	1	1	1	1
NAP1L5	NAP1L5	NAP1L5	Nap1l5	1	1	1	1
NAPA	NAPA	NAPA	Napa	1	1	1	1
NAPB	NAPB	NAPB	Napb	1	1	1	1
NAPEPLD	NAPEPLD	NAPEPLD	Napepld	1	1	1	1
NAPG	ENSMFAG00000046030	NAPG	Napg	1	1	1	1
NAPRT	NAPRT	NAPRT	Naprt	1	1	1	1
NARF	NARF	NARF	Narf	1	1	1	1
NARFL	NARFL	NARFL	Narfl	1	1	1	1
NARS	NARS	NARS	Nars	1	1	1	1
NARS2	NARS2	NARS2	Nars2	1	1	1	1
NASP	NASP	NASP	Nasp	1	1	1	1
NAT10	NAT10	NAT10	Nat10	1	1	1	1
NAT6	NAT6	NAT6	Nat6	1	1	1	1
NAT8L	ENSMFAG00000030761	NAT8L	Nat8l	1	1	1	1
NATD1	NATD1	ENSCJAG00000018824	Natd1	1	1	1	1
NAV1	NAV1	NAV1	Nav1	1	1	1	1
NAV2	NAV2	NAV2	Nav2	1	1	1	1
NAV3	NAV3	NAV3	Nav3	1	1	1	1
NAXD	NAXD	NAXD	Naxd	1	1	1	1
NAXE	NAXE	NAXE	Naxe	1	1	1	1
NBAS	NBAS	NBAS	Nbas	1	1	1	1
NBEA	NBEA	NBEA	Nbea	1	1	1	1
NBEAL1	NBEAL1	NBEAL1	Nbeal1	1	1	1	1
NBEAL2	NBEAL2	NBEAL2	Nbeal2	1	1	1	1
NBR1	NBR1	NBR1	Nbr1	1	1	1	1
NCALD	NCALD	NCALD	Ncald	1	1	1	1
NCAM1	NCAM1	NCAM1	Ncam1	1	1	1	1
NCAM2	NCAM2	NCAM2	Ncam2	1	1	1	1
NCAN	NCAN	NCAN	Ncan	1	1	1	1
NCAPD2	NCAPD2	NCAPD2	Ncapd2	1	1	1	1
NCAPD3	NCAPD3	NCAPD3	Ncapd3	1	1	1	1
NCAPG	NCAPG	NCAPG	Ncapg	1	1	1	1
NCAPG2	NCAPG2	NCAPG2	Ncapg2	1	1	1	1
NCBP1	NCBP1	NCBP1	Ncbp1	1	1	1	1
NCBP2	NCBP2	NCBP2	Ncbp2	1	1	1	1
NCBP2-AS2	NCBP2-AS2	NCBP2-AS2	0610012G03Rik	1	1	1	1
NCCRP1	NCCRP1	NCCRP1	Nccrp1	1	1	1	1
NCDN	NCDN	NCDN	Ncdn	1	1	1	1
NCEH1	NCEH1	NCEH1	Nceh1	1	1	1	1
NCF1	NCF1	NCF1	Ncf1	1	1	1	1
NCF2	NCF2	NCF2	Ncf2	1	1	1	1
NCF4	NCF4	NCF4	Ncf4	1	1	1	1
NCK2	NCK2	NCK2	Nck2	1	1	1	1
NCKAP1	NCKAP1	NCKAP1	Nckap1	1	1	1	1
NCKAP1L	NCKAP1L	NCKAP1L	Nckap1l	1	1	1	1
NCKAP5	NCKAP5	NCKAP5	Nckap5	1	1	1	1
NCKAP5L	NCKAP5L	NCKAP5L	Nckap5l	1	1	1	1
NCKIPSD	NCKIPSD	NCKIPSD	Nckipsd	1	1	1	1
NCL	NCL	NCL	Ncl	1	1	1	1
NCLN	NCLN	NCLN	Ncln	1	1	1	1
NCMAP	NCMAP	NCMAP	Ncmap	1	1	1	1
NCOA1	NCOA1	NCOA1	Ncoa1	1	1	1	1
NCOA2	NCOA2	NCOA2	Ncoa2	1	1	1	1
NCOA3	NCOA3	NCOA3	Ncoa3	1	1	1	1
NCOA5	NCOA5	NCOA5	Ncoa5	1	1	1	1
NCOA6	NCOA6	NCOA6	Ncoa6	1	1	1	1
NCOA7	NCOA7	NCOA7	Ncoa7	1	1	1	1
NCOR1	NCOR1	NCOR1	Ncor1	1	1	1	1
NCOR2	NCOR2	NCOR2	Ncor2	1	1	1	1
NCS1	NCS1	NCS1	Ncs1	1	1	1	1
NCSTN	NCSTN	NCSTN	Ncstn	1	1	1	1
NDC1	NDC1	NDC1	Ndc1	1	1	1	1
NDC80	NDC80	NDC80	Ndc80	1	1	1	1
NDE1	NDE1	NDE1	Nde1	1	1	1	1
NDEL1	NDEL1	NDEL1	Ndel1	1	1	1	1
NDFIP1	NDFIP1	NDFIP1	Ndfip1	1	1	1	1
NDFIP2	NDFIP2	NDFIP2	Ndfip2	1	1	1	1
NDNF	NDNF	NDNF	Ndnf	1	1	1	1
NDP	NDP	NDP	Ndp	1	1	1	1
NDRG1	Ndrg1	NDRG1	Ndrg1	1	1	1	1
NDRG2	NDRG2	NDRG2	Ndrg2	1	1	1	1
NDRG4	NDRG4	NDRG4	Ndrg4	1	1	1	1
NDST1	NDST1	NDST1	Ndst1	1	1	1	1
NDST3	NDST3	NDST3	Ndst3	1	1	1	1
NDST4	NDST4	NDST4	Ndst4	1	1	1	1
NDUFA1	NDUFA1	NDUFA1	Ndufa1	1	1	1	1
NDUFA10	NDUFA10	NDUFA10	Ndufa10	1	1	1	1
NDUFA12	NDUFA12	ENSCJAG00000002846	Ndufa12	1	1	1	1
NDUFA4L2	NDUFA4L2	NDUFA4L2	Ndufa4l2	1	1	1	1
NDUFA8	NDUFA8	NDUFA8	Ndufa8	1	1	1	1
NDUFAF1	NDUFAF1	NDUFAF1	Ndufaf1	1	1	1	1
NDUFAF2	NDUFAF2	NDUFAF2	Ndufaf2	1	1	1	1
NDUFAF3	NDUFAF3	NDUFAF3	Ndufaf3	1	1	1	1
NDUFAF4	NDUFAF4	NDUFAF4	Ndufaf4	1	1	1	1
NDUFAF5	NDUFAF5	NDUFAF5	Ndufaf5	1	1	1	1
NDUFAF6	NDUFAF6	NDUFAF6	Ndufaf6	1	1	1	1
NDUFAF7	NDUFAF7	NDUFAF7	Ndufaf7	1	1	1	1
NDUFAF8	NDUFAF8	NDUFAF8	Ndufaf8	1	1	1	1
NDUFB10	NDUFB10	ENSCJAG00000032834	Ndufb10	1	1	1	1
NDUFB2	NDUFB2	NDUFB2	Ndufb2	1	1	1	1
NDUFB9	NDUFB9	NDUFB9	Ndufb9	1	1	1	1
NDUFC1	NDUFC1	NDUFC1	Ndufc1	1	1	1	1
NDUFS1	NDUFS1	NDUFS1	Ndufs1	1	1	1	1
NDUFS3	NDUFS3	NDUFS3	Ndufs3	1	1	1	1
NDUFS4	NDUFS4	NDUFS4	Ndufs4	1	1	1	1
NDUFS6	NDUFS6	NDUFS6	Ndufs6	1	1	1	1
NDUFS7	NDUFS7	NDUFS7	Ndufs7	1	1	1	1
NDUFV1	NDUFV1	NDUFV1	Ndufv1	1	1	1	1
NDUFV3	NDUFV3	NDUFV3	Ndufv3	1	1	1	1
NEB	NEB	NEB	Neb	1	1	1	1
NECAB1	NECAB1	NECAB1	Necab1	1	1	1	1
NECAB2	NECAB2	NECAB2	Necab2	1	1	1	1
NECAB3	NECAB3	NECAB3	Necab3	1	1	1	1
NECAP1	NECAP1	NECAP1	Necap1	1	1	1	1
NECAP2	NECAP2	NECAP2	Necap2	1	1	1	1
NECTIN1	NECTIN1	NECTIN1	Nectin1	1	1	1	1
NECTIN2	NECTIN2	NECTIN2	Nectin2	1	1	1	1
NECTIN3	NECTIN3	NECTIN3	Nectin3	1	1	1	1
NECTIN4	PVRL4	NECTIN4	Nectin4	1	1	1	1
NEDD1	NEDD1	NEDD1	Nedd1	1	1	1	1
NEDD4	NEDD4	NEDD4	Nedd4	1	1	1	1
NEDD4L	NEDD4L	NEDD4L	Nedd4l	1	1	1	1
NEDD9	NEDD9	NEDD9	Nedd9	1	1	1	1
NEFL	NEFL	NEFL	Nefl	1	1	1	1
NEFM	NEFM	NEFM	Nefm	1	1	1	1
NEGR1	NEGR1	NEGR1	Negr1	1	1	1	1
NEIL2	NEIL2	NEIL2	Neil2	1	1	1	1
NEIL3	NEIL3	NEIL3	Neil3	1	1	1	1
NEK1	NEK1	NEK1	Nek1	1	1	1	1
NEK10	NEK10	NEK10	Nek10	1	1	1	1
NEK11	NEK11	NEK11	Nek11	1	1	1	1
NEK2	NEK2	NEK2	Nek2	1	1	1	1
NEK3	NEK3	NEK3	Nek3	1	1	1	1
NEK4	NEK4	NEK4	Nek4	1	1	1	1
NEK5	NEK5	ENSCJAG00000011320	Nek5	1	1	1	1
NEK6	NEK6	NEK6	Nek6	1	1	1	1
NEK7	NEK7	NEK7	Nek7	1	1	1	1
NEK8	NEK8	NEK8	Nek8	1	1	1	1
NEK9	NEK9	NEK9	Nek9	1	1	1	1
NELFA	NELFA	NELFA	Nelfa	1	1	1	1
NELFB	NELFB	NELFB	Nelfb	1	1	1	1
NELFCD	NELFCD	NELFCD	Nelfcd	1	1	1	1
NELL1	NELL1	NELL1	Nell1	1	1	1	1
NELL2	NELL2	NELL2	Nell2	1	1	1	1
NEMF	NEMF	NEMF	Nemf	1	1	1	1
NEMP1	NEMP1	NEMP1	Nemp1	1	1	1	1
NEMP2	NEMP2	NEMP2	Nemp2	1	1	1	1
NEO1	NEO1	NEO1	Neo1	1	1	1	1
NEPRO	NEPRO	NEPRO	Nepro	1	1	1	1
NES	NES	NES	Nes	1	1	1	1
NET1	NET1	NET1	Net1	1	1	1	1
NETO1	NETO1	NETO1	Neto1	1	1	1	1
NETO2	NETO2	NETO2	Neto2	1	1	1	1
NEU1	NEU1	NEU1	Neu1	1	1	1	1
NEU2	NEU2	NEU2	Neu2	1	1	1	1
NEU3	NEU3	NEU3	Neu3	1	1	1	1
NEU4	NEU4	NEU4	Neu4	1	1	1	1
NEURL1	NEURL1	NEURL1	Neurl1a	1	1	1	1
NEURL1B	NEURL1B	NEURL1B	Neurl1b	1	1	1	1
NEURL2	NEURL2	NEURL2	Neurl2	1	1	1	1
NEURL3	NEURL3	NEURL3	Neurl3	1	1	1	1
NEURL4	NEURL4	ENSCJAG00000016494	Neurl4	1	1	1	1
NEUROD1	NEUROD1	NEUROD1	Neurod1	1	1	1	1
NEUROD2	NEUROD2	NEUROD2	Neurod2	1	1	1	1
NEUROD4	NEUROD4	NEUROD4	Neurod4	1	1	1	1
NEUROD6	NEUROD6	NEUROD6	Neurod6	1	1	1	1
NEUROG1	NEUROG1	NEUROG1	Neurog1	1	1	1	1
NEUROG2	NEUROG2	NEUROG2	Neurog2	1	1	1	1
NEXMIF	NEXMIF	NEXMIF	Nexmif	1	1	1	1
NEXN	NEXN	NEXN	Nexn	1	1	1	1
NF1	NF1	ENSCJAG00000013924	Nf1	1	1	1	1
NF2	NF2	NF2	Nf2	1	1	1	1
NFAM1	NFAM1	NFAM1	Nfam1	1	1	1	1
NFASC	NFASC	NFASC	Nfasc	1	1	1	1
NFAT5	NFAT5	NFAT5	Nfat5	1	1	1	1
NFATC1	NFATC1	NFATC1	Nfatc1	1	1	1	1
NFATC2IP	NFATC2IP	NFATC2IP	Nfatc2ip	1	1	1	1
NFATC3	NFATC3	NFATC3	Nfatc3	1	1	1	1
NFATC4	NFATC4	NFATC4	Nfatc4	1	1	1	1
NFE2	NFE2	NFE2	Nfe2	1	1	1	1
NFE2L1	NFE2L1	NFE2L1	Nfe2l1	1	1	1	1
NFE2L2	NFE2L2	NFE2L2	Nfe2l2	1	1	1	1
NFE2L3	NFE2L3	NFE2L3	Nfe2l3	1	1	1	1
NFIA	NFIA	NFIA	Nfia	1	1	1	1
NFIB	NFIB	NFIB	Nfib	1	1	1	1
NFIC	NFIC	NFIC	Nfic	1	1	1	1
NFIL3	NFIL3	NFIL3	Nfil3	1	1	1	1
NFIX	NFIX	NFIX	Nfix	1	1	1	1
NFKB1	NFKB1	NFKB1	Nfkb1	1	1	1	1
NFKB2	NFKB2	NFKB2	Nfkb2	1	1	1	1
NFKBIA	NFKBIA	NFKBIA	Nfkbia	1	1	1	1
NFKBIB	NFKBIB	NFKBIB	Nfkbib	1	1	1	1
NFKBID	NFKBID	NFKBID	Nfkbid	1	1	1	1
NFKBIE	NFKBIE	NFKBIE	Nfkbie	1	1	1	1
NFKBIL1	NFKBIL1	NFKBIL1	Nfkbil1	1	1	1	1
NFKBIZ	NFKBIZ	NFKBIZ	Nfkbiz	1	1	1	1
NFRKB	NFRKB	NFRKB	Nfrkb	1	1	1	1
NFS1	NFS1	ENSCJAG00000017633	Nfs1	1	1	1	1
NFX1	NFX1	NFX1	Nfx1	1	1	1	1
NFXL1	NFXL1	NFXL1	Nfxl1	1	1	1	1
NFYA	NFYA	NFYA	Nfya	1	1	1	1
NGB	NGB	NGB	Ngb	1	1	1	1
NGDN	NGDN	NGDN	Ngdn	1	1	1	1
NGEF	NGEF	NGEF	Ngef	1	1	1	1
NGF	ENSMFAG00000040215	NGF	Ngf	1	1	1	1
NGFR	NGFR	NGFR	Ngfr	1	1	1	1
NGLY1	NGLY1	NGLY1	Ngly1	1	1	1	1
NHEJ1	NHEJ1	NHEJ1	Nhej1	1	1	1	1
NHLH1	NHLH1	NHLH1	Nhlh1	1	1	1	1
NHLH2	NHLH2	NHLH2	Nhlh2	1	1	1	1
NHLRC2	NHLRC2	NHLRC2	Nhlrc2	1	1	1	1
NHLRC3	NHLRC3	NHLRC3	Nhlrc3	1	1	1	1
NHLRC4	NHLRC4	NHLRC4	Nhlrc4	1	1	1	1
NHS	NHS	NHS	Nhs	1	1	1	1
NHSL1	NHSL1	NHSL1	Nhsl1	1	1	1	1
NHSL2	NHSL2	NHSL2	Nhsl2	1	1	1	1
NID1	NID1	NID1	Nid1	1	1	1	1
NID2	NID2	NID2	Nid2	1	1	1	1
NIFK	NIFK	NIFK	Nifk	1	1	1	1
NIM1K	NIM1K	NIM1K	Nim1k	1	1	1	1
NIN	NIN	NIN	Nin	1	1	1	1
NINJ2	NINJ2	NINJ2	Ninj2	1	1	1	1
NINL	NINL	NINL	Ninl	1	1	1	1
NIPA1	NIPA1	NIPA1	Nipa1	1	1	1	1
NIPA2	NIPA2	NIPA2	Nipa2	1	1	1	1
NIPAL1	NIPAL1	NIPAL1	Nipal1	1	1	1	1
NIPAL2	NIPAL2	NIPAL2	Nipal2	1	1	1	1
NIPAL3	NIPAL3	NIPAL3	Nipal3	1	1	1	1
NIPAL4	NIPAL4	NIPAL4	Nipal4	1	1	1	1
NIPBL	NIPBL	NIPBL	Nipbl	1	1	1	1
NIPSNAP1	NIPSNAP1	ENSCJAG00000011257	Nipsnap1	1	1	1	1
NIPSNAP2	NIPSNAP2	NIPSNAP2	Nipsnap2	1	1	1	1
NISCH	NISCH	NISCH	Nisch	1	1	1	1
NIT1	NIT1	NIT1	Nit1	1	1	1	1
NIT2	NIT2	NIT2	Nit2	1	1	1	1
NKAIN1	NKAIN1	NKAIN1	Nkain1	1	1	1	1
NKAIN2	NKAIN2	NKAIN2	Nkain2	1	1	1	1
NKAIN3	NKAIN3	NKAIN3	Nkain3	1	1	1	1
NKAP	NKAP	NKAP	Nkap	1	1	1	1
NKAPD1	NKAPD1	NKAPD1	AU019823	1	1	1	1
NKD1	NKD1	NKD1	Nkd1	1	1	1	1
NKD2	NKD2	NKD2	Nkd2	1	1	1	1
NKG7	NKG7	NKG7	Nkg7	1	1	1	1
NKIRAS1	NKIRAS1	NKIRAS1	Nkiras1	1	1	1	1
NKIRAS2	NKIRAS2	NKIRAS2	Nkiras2	1	1	1	1
NKPD1	NKPD1	NKPD1	Nkpd1	1	1	1	1
NKRF	NKRF	NKRF	Nkrf	1	1	1	1
NKTR	NKTR	NKTR	Nktr	1	1	1	1
NKX1-1	NKX1-1	NKX1-1	Nkx1-1	1	1	1	1
NKX2-1	NKX2-1	NKX2-1	Nkx2-1	1	1	1	1
NKX2-2	NKX2-2	NKX2-2	Nkx2-2	1	1	1	1
NKX2-3	NKX2-3	NKX2-3	Nkx2-3	1	1	1	1
NKX2-4	NKX2-4	ENSCJAG00000022306	Nkx2-4	1	1	1	1
NKX2-5	NKX2-5	NKX2-5	Nkx2-5	1	1	1	1
NKX2-6	NKX2-6	NKX2-6	Nkx2-6	1	1	1	1
NKX2-8	NKX2-8	NKX2-8	Nkx2-9	1	1	1	1
NKX3-1	NKX3-1	NKX3-1	Nkx3-1	1	1	1	1
NKX3-2	NKX3-2	NKX3-2	Nkx3-2	1	1	1	1
NKX6-1	NKX6-1	NKX6-1	Nkx6-1	1	1	1	1
NKX6-2	NKX6-2	NKX6-2	Nkx6-2	1	1	1	1
NKX6-3	ENSMFAG00000039180	ENSCJAG00000004205	Nkx6-3	1	1	1	1
NLE1	NLE1	NLE1	Nle1	1	1	1	1
NLGN1	NLGN1	NLGN1	Nlgn1	1	1	1	1
NLGN2	NLGN2	NLGN2	Nlgn2	1	1	1	1
NLGN3	ENSMFAG00000037473	NLGN3	Nlgn3	1	1	1	1
NLK	NLK	NLK	Nlk	1	1	1	1
NLN	NLN	NLN	Nln	1	1	1	1
NLRC3	NLRC3	NLRC3	Nlrc3	1	1	1	1
NLRC5	NLRC5	NLRC5	Nlrc5	1	1	1	1
NLRP10	NLRP10	NLRP10	Nlrp10	1	1	1	1
NLRP12	NLRP12	NLRP12	Nlrp12	1	1	1	1
NLRP14	NLRP14	NLRP14	Nlrp14	1	1	1	1
NLRP3	NLRP3	NLRP3	Nlrp3	1	1	1	1
NLRP6	NLRP6	NLRP6	Nlrp6	1	1	1	1
NLRX1	NLRX1	NLRX1	Nlrx1	1	1	1	1
NMB	NMB	NMB	Nmb	1	1	1	1
NMBR	NMBR	NMBR	Nmbr	1	1	1	1
NMD3	NMD3	NMD3	Nmd3	1	1	1	1
NME3	NME3	NME3	Nme3	1	1	1	1
NME5	NME5	NME5	Nme5	1	1	1	1
NME6	NME6	NME6	Nme6	1	1	1	1
NME7	NME7	NME7	Nme7	1	1	1	1
NME8	NME8	NME8	Nme8	1	1	1	1
NME9	NME9	NME9	Nme9	1	1	1	1
NMI	NMI	NMI	Nmi	1	1	1	1
NMNAT1	NMNAT1	NMNAT1	Nmnat1	1	1	1	1
NMNAT2	NMNAT2	NMNAT2	Nmnat2	1	1	1	1
NMNAT3	NMNAT3	NMNAT3	Nmnat3	1	1	1	1
NMRAL1	NMRAL1	NMRAL1	Nmral1	1	1	1	1
NMRK1	NMRK1	NMRK1	Nmrk1	1	1	1	1
NMRK2	NMRK2	NMRK2	Nmrk2	1	1	1	1
NMS	NMS	NMS	Nms	1	1	1	1
NMT1	NMT1	NMT1	Nmt1	1	1	1	1
NMT2	NMT2	NMT2	Nmt2	1	1	1	1
NMU	NMU	NMU	Nmu	1	1	1	1
NMUR1	NMUR1	NMUR1	Nmur1	1	1	1	1
NMUR2	NMUR2	NMUR2	Nmur2	1	1	1	1
NNAT	NNAT	NNAT	Nnat	1	1	1	1
NNMT	NNMT	NNMT	Nnmt	1	1	1	1
NNT	NNT	NNT	Nnt	1	1	1	1
NOA1	NOA1	NOA1	Noa1	1	1	1	1
NOB1	NOB1	NOB1	Nob1	1	1	1	1
NOBOX	NOBOX	NOBOX	Nobox	1	1	1	1
NOC2L	NOC2L	NOC2L	Noc2l	1	1	1	1
NOC3L	NOC3L	NOC3L	Noc3l	1	1	1	1
NOC4L	NOC4L	NOC4L	Noc4l	1	1	1	1
NOD1	NOD1	NOD1	Nod1	1	1	1	1
NOD2	NOD2	NOD2	Nod2	1	1	1	1
NODAL	NODAL	NODAL	Nodal	1	1	1	1
NOL10	NOL10	NOL10	Nol10	1	1	1	1
NOL11	NOL11	NOL11	Nol11	1	1	1	1
NOL3	NOL3	NOL3	Nol3	1	1	1	1
NOL4	NOL4	NOL4	Nol4	1	1	1	1
NOL6	ENSMFAG00000040117	NOL6	Nol6	1	1	1	1
